iteration,mean_resource_cost,mean_waiting_time,patt,label
100,685.2352941176471,1.0,13,13_100
100,685.6666666666666,1.7333333333333334,14,14_100
100,699.25,4.5,15,15_100
100,717.3636363636364,6.0,16,16_100
100,698.0,33.142857142857146,17,17_100
100,694.4285714285714,80.42857142857143,18,18_100
