iteration,mean_resource_cost,mean_waiting_time,patt,label
100,824.05,0.15,31,31_100
100,818.35,0.15,32,32_100
100,873.45,0.4,33,33_100
100,871.3,2.3,34,34_100
100,889.125,9.6875,35,35_100
100,849.1052631578947,79.05263157894737,36,36_100
