iteration,mean_resource_cost,mean_waiting_time,patt,label
100,685.2352941176471,1.0,25,25_100
100,685.6666666666666,1.7333333333333334,26,26_100
100,699.25,4.5,27,27_100
100,717.3636363636364,6.0,28,28_100
100,698.0,33.142857142857146,29,29_100
100,694.4285714285714,80.42857142857143,30,30_100
