iteration,resource_cost,waiting_time,feasible
100,546.0,4.0,{}
100,603.0,0.0,0
100,558.0,0.0,{}
100,576.0,0.0,0
100,552.0,2.0,{}
100,570.0,7.0,0
100,596.0,1.0,{}
100,580.0,6.0,0
100,560.0,11.0,0
100,564.0,6.0,{}
100,592.0,2.0,{}
100,568.0,6.0,0
100,560.0,10.0,{}
100,580.0,3.0,0
100,542.0,10.0,{}
100,560.0,10.0,0
100,534.0,9.0,{}
100,550.0,3.0,{}
100,548.0,7.0,{}
100,574.0,11.0,0
