iteration,mean_resource_cost,mean_waiting_time,patt,label
100,573.7857142857143,1.4285714285714286,13,13_100
100,576.0833333333334,2.5,14,14_100
100,574.5555555555555,6.0,15,15_100
100,581.4444444444445,9.555555555555555,16,16_100
100,586.0,38.375,17,17_100
100,596.0,95.66666666666667,18,18_100
