iteration,mean_resource_cost,mean_waiting_time,patt,label
100,480.0,0.0,1,1_100
100,480.0,0.0,2,2_100
100,480.0,0.0,3,3_100
100,480.0,0.0,4,4_100
100,480.0,0.05,5,5_100
100,480.0,42.4,6,6_100
