trial,num_qubits,energy,feasible,SubH1,SubH2,SubH3,SubH4,SubH5,A,B,C,E
0,540,1261.729684373333,False,-2.0463630789890885e-12,0.0,431.3183217021343,427.0,403.4113626711962,691.5194503788923,243.3163156559748,215.65916085106716,16.136454506847848
1,540,1422.9503418246786,False,-4.547473508864641e-13,0.0,765.878553085858,427.0,230.07178873882484,1279.9758081188036,190.88889079239624,191.4696382714645,16.433699195630346
2,540,1126.4786421676727,False,-2.2737367544323206e-12,0.0,203.67259049368,427.0,495.8060516740016,1458.1393536837052,281.3898952113142,203.67259049368,11.017912259422257
3,540,1031.8881477415416,False,3.637978807091713e-12,0.0,205.53761321855924,427.0,399.35053452298115,1183.4629351721364,256.90530404743504,205.53761321855924,12.101531349181249
4,540,1301.1004019111642,False,3.410605131648481e-12,0.0,265.9239932418561,427.0,608.1764086693032,1003.0831653078097,152.06526743860235,265.9239932418561,17.887541431450096
5,540,674.6955073267964,False,-6.821210263296962e-13,0.0,161.3071862464465,427.0,86.38832108035541,864.8859839013724,242.30942676502406,161.3071862464465,8.63883210803554
6,540,1494.0464762351912,False,1.8189894035458565e-12,0.0,419.1607733178463,427.0,647.8857029173367,1433.1401019825216,247.7067214839866,209.58038665892315,16.19714257293342
7,540,1091.5628520089467,False,2.0463630789890885e-12,0.0,280.3691084341839,427.0,384.1937435747669,816.8361221688713,235.21479789391037,280.3691084341839,9.851121630122229
8,540,1231.927562283745,False,0.0,0.0,511.2782913355006,427.0,293.6492709482461,1302.1476420801591,171.56502367718468,255.6391456677503,14.682463547412306
9,540,1102.513294848237,False,-2.0463630789890885e-12,0.0,216.32111331062652,427.0,459.19218153761267,718.7921056740886,288.7301442923348,216.32111331062652,18.367687261504507
10,540,828.1291625277827,False,1.8189894035458565e-12,0.0,348.0264453497675,427.0,53.102717178015396,550.8758643355497,218.03595454194414,174.01322267488376,17.700905726005132
11,540,1179.2288727215964,False,-1.3642420526593924e-12,0.0,374.41701545131525,427.0,377.8118572702796,1194.5461682327962,165.1647816324974,187.20850772565763,14.531225279626138
12,540,1244.0045626267129,False,-9.094947017729282e-13,0.0,501.95660403735815,427.0,315.04795858936234,1172.024427705709,203.51781144712157,167.31886801245273,19.690497411835143
13,540,1236.3706975183668,False,-1.1368683772161603e-12,0.0,485.4402075266308,427.0,323.93048999173413,748.3183905944412,240.1046838776553,242.7201037633154,15.425261428177814
