trial,num_qubits,energy,feasible,SubH1,SubH2,SubH3,SubH4,SubH5,A,B,C,D,E
0,1260,3486.389999999996,False,2017.6599999999999,180.95,0.0,1220.18,67.6,1008.83,180.95,331.45,4.94,1.04
1,1260,6675.481329885919,False,2559.646680909348,0.0,0.0,4012.296898821528,103.53775015504874,853.2155603031138,212.2108771039832,332.5273286808537,15.921813090561615,1.6699637121782054
2,1260,7994.521137963195,False,3672.296336904455,0.0,0.0,4244.227146117878,77.99765494086512,918.0740842261133,177.64642551430967,376.2246613042023,19.204647719990398,1.8138989521131421
3,1260,6041.155534634792,False,1972.5076319325865,0.0,362.01555222065633,3664.417305194127,42.2150452874237,986.2538159662934,200.09951255234586,362.01555222065633,14.541338512675104,1.0553761321855923
4,1260,6282.0753697527,False,1148.9569488525003,0.0,563.3044279017637,4438.488744409735,131.3252485887006,1148.9569488524999,200.30831653078098,281.65221395088184,15.683705810635107,1.8239617859541748
5,1260,4146.269253963397,False,1983.8175742421972,0.0,0.0,2057.9676213076414,104.48405841355802,991.9087871210978,211.53961784334936,289.0457489971572,8.007656114037516,1.8997101529737823
6,1260,3756.692218226577,False,1221.1025145812582,0.0,374.64761715288944,2056.826692114106,104.115394378311,1221.1025145812619,189.7202577726154,374.64761715288944,7.019886321208554,1.3521479789391038
7,1260,3038.9133968950155,False,1395.3019116489738,387.2346847791359,0.0,1175.4444447196693,80.93235574723015,1395.3019116489806,193.61734238956794,376.2577170496191,3.731569665776727,1.556391456677503
8,1260,5197.116660941116,False,2527.330093103322,171.87921056740885,0.0,2406.5726342859152,91.33472298447674,1263.6650465516582,171.87921056740885,390.9841154338678,9.400674352679356,1.8639739384587088
9,1260,5506.094820778622,False,2243.542134671645,0.0,0.0,3206.8751993109113,55.67748679606693,747.8473782238815,168.42870838138137,285.6826334561818,13.822737928064274,1.3919371699016732
10,1260,2744.1627157809817,False,1093.9272947576446,0.0,0.0,1614.551473931087,35.68394709224437,1093.9272947576483,161.15014459663774,336.6936656482924,5.242050240035995,0.5171586535107879
11,1260,6489.267088406672,False,2278.9419024490167,0.0,0.0,4124.591219054116,85.73396690354093,759.647300816338,202.62730350618193,328.3755152864173,17.55145199597496,1.7496727939498151
12,1260,4159.620032270213,False,2538.739882419669,0.0,0.0,1569.3661827027981,51.51396714774634,846.2466274732226,178.72599959792865,326.44109795810135,6.379537328060155,1.2564382231157643
13,1260,1786.2215540882025,False,1132.9038118680983,0.0,0.0,580.7287685135628,72.58897370654073,1132.9038118680965,185.11349993323793,294.31045567522193,1.8435833921065488,1.052014111688996
14,1260,4875.088289112351,False,1601.0231234460534,0.0,0.0,3188.729899033624,85.33526663267467,800.5115617230259,233.04554844507558,340.23216618250336,10.772736145383865,1.354528041788487
15,1260,7258.436060560933,False,1875.4029901614472,0.0,325.06107590681574,4997.838912275753,60.13308221692197,937.7014950807228,238.9094257094368,325.06107590681574,19.296675336972015,1.0192047833376605
16,1260,6533.810343893245,False,2424.225746492696,0.0,0.0,4013.072798444099,96.51179895645052,1212.1128732463487,227.3712077588495,378.01212471554766,15.258831933247526,1.8209773388009531
17,1260,4737.285141398221,False,1195.4798456811152,221.5138599267932,315.94974507253056,2955.578395288078,48.76329542970167,1195.4798456811147,221.5138599267932,315.94974507253056,10.087298277433712,1.0600716397761234
18,1260,4112.2307214661705,False,2949.0539519412205,0.0,0.0,1129.153089956739,34.02367956821251,737.263487985305,160.27375354218532,382.61757208268904,4.888108614531339,0.6075657065752234
19,1260,5409.860306891029,False,2872.8632999191323,0.0,0.0,2487.9797242853606,49.01728268653761,718.2158249797825,198.69742769288197,392.96542537505695,11.735753416440382,1.581202667307665
