iteration,resource_cost,waiting_time,feasible
100,480.0,2.0,0
100,480.0,0.0,0
100,480.0,0.0,0
100,480.0,1.0,0
100,480.0,0.0,0
100,480.0,1.0,0
100,480.0,0.0,0
100,480.0,3.0,0
100,480.0,4.0,0
100,480.0,0.0,0
100,480.0,0.0,0
100,480.0,4.0,0
100,480.0,0.0,0
100,480.0,0.0,0
100,480.0,1.0,0
100,480.0,0.0,0
100,480.0,0.0,0
100,480.0,1.0,0
100,480.0,0.0,0
100,480.0,2.0,0
