iteration,resource_cost,wating_time,feasible
100,800.0,0.0,0
100,737.0,0.0,0
100,788.0,0.0,0
100,838.0,0.0,0
100,756.0,1.0,0
100,831.0,0.0,0
100,837.0,0.0,0
100,811.0,0.0,0
100,814.0,0.0,0
100,820.0,1.0,0
100,828.0,0.0,0
100,807.0,0.0,0
100,790.0,0.0,0
100,799.0,0.0,0
100,866.0,0.0,0
100,797.0,0.0,0
100,810.0,0.0,0
100,852.0,0.0,0
100,777.0,0.0,0
100,767.0,0.0,0
200,780.0,0.0,0
200,810.0,0.0,0
200,847.0,0.0,0
200,818.0,0.0,0
200,825.0,0.0,0
200,779.0,0.0,0
200,827.0,0.0,0
200,782.0,1.0,0
200,883.0,0.0,0
200,827.0,0.0,0
200,823.0,0.0,0
200,835.0,0.0,0
200,774.0,1.0,0
200,842.0,0.0,0
200,825.0,0.0,0
200,829.0,0.0,0
200,806.0,0.0,0
200,763.0,0.0,0
200,842.0,0.0,0
200,795.0,1.0,0
