iteration,resource_cost,wating_time,feasible
100,892.0,0.0,0
100,899.0,2.0,0
100,922.0,0.0,0
100,908.0,1.0,0
100,868.0,2.0,0
100,958.0,3.0,0
100,898.0,0.0,0
100,858.0,2.0,0
100,909.0,2.0,0
100,860.0,1.0,0
100,870.0,0.0,0
100,922.0,1.0,0
100,822.0,1.0,0
100,873.0,0.0,0
100,862.0,0.0,0
100,894.0,0.0,0
100,865.0,0.0,0
100,864.0,0.0,0
100,869.0,0.0,0
100,894.0,0.0,0
200,898.0,0.0,0
200,836.0,1.0,0
200,938.0,0.0,0
200,889.0,3.0,0
200,873.0,0.0,0
200,880.0,1.0,0
200,774.0,0.0,0
200,916.0,1.0,0
200,838.0,0.0,0
200,852.0,0.0,0
200,872.0,0.0,0
200,819.0,0.0,0
200,839.0,1.0,0
200,892.0,0.0,0
200,842.0,2.0,0
200,875.0,0.0,0
200,836.0,0.0,0
200,780.0,0.0,0
200,870.0,0.0,0
200,813.0,0.0,0
