trial,num_qubits,energy,feasible,SubH1,SubH2,SubH3,SubH4,SubH5,A,B,C,D,E
0,900,348.0,True,0.0,0.0,0.0,292.0,56.0,1500.0,200.0,300.0,1.0,1.0
1,900,2220.962462952397,False,-4.092726157978177e-12,0.0,332.04541407839963,1701.5697690180637,187.34727985594202,1862.7613730681467,186.90505832288773,332.04541407839963,5.908228364646053,5.063439996106541
2,900,906.1868480001722,False,-1.000444171950221e-11,0.0,0.0,549.7505664824955,356.4362815176777,1984.4769281440558,192.3278938798261,299.3916485999579,1.838630657132092,8.486578131373278
3,900,1037.054508038109,True,0.0,0.0,0.0,599.0070984451414,438.0474095929659,1774.2496781693335,209.26980127871744,275.50935410580615,1.8718971826410673,8.265045464018224
4,900,1001.4267161104835,False,9.094947017729282e-13,0.0,0.0,770.9836584924312,230.4430576180489,1470.9048660114981,219.24544920204323,270.10973822588835,2.544500523077331,4.903043779107423
5,900,1149.6936280298032,False,5.9117155615240335e-12,0.0,270.84343678878207,681.210222758688,197.63996848233722,1595.401627938493,181.25193847896946,270.84343678878207,2.3409286005453196,6.587998949411242
6,900,1261.1317494195428,False,1.3642420526593924e-12,0.0,258.4300478214559,898.8234420885512,103.87825950953302,1368.359208560469,209.97287303680193,258.4300478214559,3.1101157165693816,3.246195609672907
7,900,2471.2468913152516,False,2.9558577807620168e-12,0.0,0.0,2246.5266020126824,224.72028930257065,1185.1176855227866,208.41325860263652,273.81183084380484,8.320468896343268,5.913691823751859
8,900,2131.4396391931277,False,-5.4569682106375694e-12,0.0,0.0,2046.7145149960793,84.72512419704965,1143.727557365778,184.2759464346842,292.29043684632757,7.752706496197271,2.118128104926241
9,900,2449.192104258809,False,-1.3642420526593924e-12,0.0,0.0,2140.088194790915,309.10390946789505,1155.813575611435,198.02512356090503,318.3302476293262,7.405149462944344,8.831540270511287
10,900,3089.8250287062474,False,-2.2737367544323206e-12,0.0,0.0,2851.2654157456973,238.5596129605472,1446.4696534849986,182.07864803744536,278.53093584043967,9.504218052485657,5.421809385466982
11,900,3254.3273315841725,False,5.002220859751105e-12,0.0,0.0,2934.548717465297,319.77861411887375,1814.0009544800748,185.29257827811045,327.6830781967671,9.84747891766878,5.610151124892521
12,900,694.8659809389428,True,0.0,0.0,0.0,508.3846895665328,186.48129137241267,1401.3575807442903,213.3748332241801,332.35131291634957,1.504096714693884,4.144028697164726
13,900,1457.2666369506987,False,4.547473508864641e-13,0.0,314.66367233168785,1068.7647758354185,73.83818878359243,1492.7787677208023,214.85651482610788,314.66367233168785,3.6727311884378646,1.5069018119100495
14,900,983.9172172948383,False,-2.2737367544323206e-13,0.0,0.0,660.9492107899011,322.9680065049355,1333.3112614241802,194.11861798717905,283.46418450133376,2.1670465927537745,8.281230936023986
15,900,3423.6248430194755,False,-1.000444171950221e-11,0.0,255.79157254515962,2941.241867258994,226.59140321532442,1911.739032586781,215.94278539341235,255.79157254515962,9.67513772124669,6.6644530357448355
16,900,1407.3793342354911,False,3.183231456205249e-12,0.0,264.9128113119683,1048.2626005986924,94.20392232482982,1934.3635004949906,200.34476793576624,264.9128113119683,2.9445578668502597,3.248411114649304
17,900,1288.9114686122994,False,3.637978807091713e-12,0.0,284.8584818196379,535.8074461628104,468.24554062985544,1965.9245596431579,203.72580917165033,284.8584818196379,1.6486382958855703,9.556031441425622
18,900,2979.7703783398665,False,-4.547473508864641e-12,0.0,254.41910216022902,2571.2795915469715,154.07168463266865,1124.5435512215618,188.14862699504738,254.41910216022902,9.594326834130493,9.06304027250992
19,900,2053.5903664237157,False,-7.73070496506989e-12,0.0,331.8175044424647,1438.2571926278167,283.5156693534322,1859.174239538612,186.68949953679964,331.8175044424647,5.064285889534566,8.338696157453889
20,900,2737.3978801463236,False,3.183231456205249e-12,188.42856376981013,0.0,2402.467994911664,146.50132146484765,1942.3466830858245,188.42856376981013,287.35223841901615,8.429712262847943,3.855297933285465
