iteration,resource_cost,waiting_time,feasible
100,480.0,48.0,0
100,480.0,64.0,0
100,480.0,76.0,0
100,480.0,61.0,0
100,480.0,73.0,0
100,480.0,47.0,0
100,480.0,59.0,0
100,480.0,50.0,0
100,480.0,58.0,0
100,480.0,63.0,0
100,480.0,57.0,0
100,480.0,63.0,0
100,480.0,35.0,0
100,480.0,72.0,0
100,480.0,67.0,0
100,480.0,42.0,0
100,480.0,58.0,0
100,480.0,71.0,0
100,480.0,70.0,0
100,480.0,71.0,0
