iteration,resource_cost,waiting_time,feasible
100,480.0,20.0,0
100,480.0,7.0,0
100,480.0,12.0,0
100,480.0,16.0,0
100,480.0,8.0,0
100,480.0,15.0,0
100,480.0,12.0,0
100,480.0,22.0,0
100,480.0,12.0,0
100,480.0,24.0,0
100,480.0,12.0,0
100,480.0,13.0,0
100,480.0,18.0,0
100,480.0,22.0,0
100,480.0,20.0,0
100,480.0,9.0,0
100,480.0,2.0,0
100,480.0,20.0,0
100,480.0,14.0,0
100,480.0,13.0,0
