iteration,resource_cost,wating_time,feasible
100,705.0,0.0,0
100,710.0,0.0,0
100,716.0,0.0,0
100,668.0,1.0,0
100,647.0,2.0,0
100,688.0,0.0,0
100,669.0,1.0,0
100,671.0,5.0,0
100,612.0,1.0,{}
100,711.0,0.0,0
100,688.0,0.0,0
100,719.0,0.0,0
100,678.0,2.0,0
100,716.0,0.0,0
100,715.0,0.0,0
100,693.0,0.0,0
100,653.0,5.0,0
100,653.0,2.0,0
100,682.0,4.0,0
100,677.0,1.0,0
200,717.0,0.0,0
200,649.0,0.0,0
200,676.0,0.0,0
200,657.0,0.0,0
200,701.0,0.0,0
200,691.0,0.0,0
200,688.0,0.0,0
200,682.0,0.0,0
200,658.0,2.0,0
200,646.0,1.0,{}
200,698.0,1.0,0
200,704.0,0.0,0
200,666.0,0.0,0
200,702.0,1.0,0
200,675.0,2.0,0
200,688.0,0.0,0
200,658.0,0.0,0
200,682.0,0.0,0
200,652.0,1.0,0
200,641.0,1.0,{}
