iteration,mean_resource_cost,mean_waiting_time,patt,label
100,656.0769230769231,89.3076923076923,7,7_100
100,668.7777777777778,31.22222222222222,8,8_100
100,647.6923076923077,11.307692307692308,9,9_100
100,648.4,3.533333333333333,10,10_100
100,626.1428571428571,2.357142857142857,11,11_100
100,635.5555555555555,1.3333333333333333,12,12_100
