iteration,mean_resource_cost,mean_waiting_time,patt,label
100,484.5,98.55,25,25_100
100,485.29411764705884,32.294117647058826,26,26_100
100,484.0,12.222222222222221,27,27_100
100,483.6,4.65,28,28_100
100,481.8,1.35,29,29_100
100,480.9,0.85,30,30_100
