iteration,machine_cost,processing_time,resource_cost,wating_time,feasible
100,515,28,86.80000000000001,7.100000000000001,0
100,513,28,85.2,11.5,0
100,519,29,93.60000000000001,7.2,0
100,528,27,86.10000000000001,8.600000000000001,0
100,521,29,93.6,8.500000000000002,0
100,516,28,88.50000000000001,9.300000000000002,0
100,509,26,89.30000000000001,5.8,0
100,486,28,79.60000000000001,15.200000000000001,0
100,513,27,79.10000000000001,9.5,0
100,514,26,85.80000000000003,5.6000000000000005,0
100,517,28,89.8,7.5,0
100,512,29,88.99999999999999,12.700000000000001,0
100,517,27,86.89999999999999,13.0,0
100,510,29,85.30000000000001,4.800000000000001,0
100,521,27,92.00000000000001,7.1000000000000005,0
100,532,29,105.50000000000003,8.2,0
100,521,29,91.89999999999999,5.000000000000001,0
100,530,27,95.7,5.3,0
100,532,28,87.10000000000002,7.400000000000002,0
100,517,28,88.7,7.400000000000001,0
200,519,27,92.49999999999997,10.700000000000001,0
200,513,29,96.1,4.300000000000001,0
200,498,29,81.39999999999999,12.0,0
200,538,26,87.8,5.7,0
200,513,27,77.69999999999999,14.400000000000002,0
200,526,28,87.29999999999998,3.4000000000000004,0
200,511,26,87.0,4.4,0
200,495,27,94.3,6.7,0
200,518,27,83.39999999999999,8.600000000000001,0
200,518,27,84.5,8.5,0
200,509,27,92.00000000000001,4.2,0
200,509,28,81.7,7.6,0
200,526,28,86.59999999999998,8.600000000000001,0
200,520,28,93.10000000000001,13.1,0
200,525,28,86.2,12.499999999999998,0
200,526,28,95.49999999999999,7.6000000000000005,0
200,514,27,84.0,7.4,0
200,507,28,82.1,12.2,0
200,504,26,90.1,8.200000000000001,0
200,535,27,94.4,6.000000000000001,0
