iteration,machine_cost,processing_time,resource_cost,wating_time,feasible
100,527,27,8.769999999999996,9.799999999999998e-05,0
100,526,27,8.86,9.099999999999999e-05,0
100,500,29,8.089999999999998,0.00010999999999999999,0
100,525,29,9.259999999999996,0.000135,0
100,533,27,9.359999999999998,5.6999999999999996e-05,0
100,523,27,8.38,6.299999999999999e-05,0
100,534,27,8.609999999999998,0.000107,0
100,532,27,9.120000000000001,7.399999999999998e-05,0
100,530,27,9.019999999999994,0.00010999999999999999,0
100,529,29,9.129999999999997,7e-05,0
100,507,28,8.52,0.00010099999999999999,0
100,526,27,9.059999999999997,3.9e-05,0
100,511,27,8.839999999999996,0.00010199999999999999,0
100,533,28,8.89,0.00010699999999999999,0
100,515,28,8.239999999999998,6.5e-05,0
100,516,28,8.31,7.7e-05,0
100,520,27,8.71,0.00010299999999999998,0
100,510,28,9.279999999999998,7.699999999999999e-05,0
100,526,28,8.899999999999999,5.599999999999999e-05,0
100,501,28,8.44,0.00013,0
200,512,27,8.359999999999996,0.000158,0
200,513,27,8.44,9.5e-05,0
200,492,29,8.919999999999996,0.000123,0
200,508,26,8.169999999999996,0.00011099999999999999,0
200,489,28,8.299999999999995,7.999999999999999e-05,0
200,508,29,8.709999999999997,9.099999999999999e-05,0
200,505,27,8.540000000000001,0.00011699999999999998,0
200,514,27,8.579999999999998,6.2e-05,0
200,527,29,8.899999999999997,0.000107,0
200,512,28,8.439999999999998,7.8e-05,0
200,527,28,8.949999999999998,4.6e-05,0
200,503,27,8.259999999999998,6.2e-05,0
200,526,28,8.669999999999998,8.400000000000001e-05,0
200,515,27,8.329999999999998,8.699999999999999e-05,0
200,520,25,7.959999999999998,7.599999999999999e-05,0
200,516,27,8.529999999999998,7.500000000000001e-05,0
200,517,27,8.779999999999996,7.099999999999999e-05,0
200,532,28,8.719999999999999,0.000163,0
200,511,29,8.909999999999998,0.00010899999999999999,0
200,520,28,8.859999999999998,8.499999999999999e-05,0
