iteration,resource_cost,waiting_time,feasible
100,588.0,4.0,"{'precedence16361737': (False, 1.0)}"
100,693.0,0.0,0
100,603.0,12.0,0
100,617.0,4.0,{}
100,610.0,15.0,{}
100,606.0,5.0,{}
100,581.0,26.0,0
100,610.0,21.0,0
100,675.0,6.0,0
100,628.0,15.0,0
100,628.0,7.0,{}
100,646.0,15.0,0
100,664.0,3.0,{}
100,664.0,0.0,0
100,624.0,19.0,0
100,552.0,11.0,{}
100,646.0,19.0,0
100,711.0,0.0,0
100,657.0,10.0,0
100,682.0,4.0,0
