iteration,resource_cost,waiting_time,feasible
100,480.0,108.0,{}
100,498.0,70.0,{}
100,498.0,86.0,0
100,516.0,164.0,0
100,498.0,110.0,0
100,480.0,151.0,{}
100,509.0,92.0,{}
100,516.0,65.0,0
100,480.0,110.0,{}
100,516.0,59.0,0
100,498.0,110.0,0
100,480.0,141.0,0
100,516.0,154.0,0
100,498.0,118.0,0
100,498.0,110.0,{}
100,498.0,102.0,0
100,498.0,114.0,0
100,498.0,130.0,0
100,498.0,136.0,{}
100,498.0,129.0,{}
