iteration,resource_cost,waiting_time,feasible
100,480.0,26.0,0
100,480.0,31.0,0
100,480.0,25.0,{}
100,480.0,39.0,0
100,480.0,22.0,{}
100,498.0,26.0,0
100,480.0,26.0,0
100,480.0,27.0,0
100,480.0,40.0,0
100,498.0,25.0,0
100,498.0,34.0,0
100,480.0,31.0,0
100,480.0,26.0,{}
100,480.0,47.0,0
100,480.0,36.0,0
100,480.0,33.0,0
100,498.0,24.0,0
100,498.0,14.0,0
100,480.0,24.0,0
100,480.0,66.0,0
