iteration,resource_cost,waiting_time,feasible
100,664.0,38.0,0
100,693.0,29.0,0
100,671.0,10.0,0
100,599.0,27.0,{}
100,628.0,37.0,0
100,700.0,32.0,0
100,635.0,49.0,0
100,689.0,36.0,0
100,581.0,49.0,{}
100,606.0,14.0,{}
100,588.0,72.0,{}
100,606.0,38.0,{}
100,599.0,48.0,{}
100,599.0,36.0,{}
100,646.0,36.0,0
100,574.0,35.0,{}
100,534.0,59.0,{}
100,563.0,67.0,{}
100,588.0,46.0,{}
100,693.0,14.0,0
