iteration,mean_resource_cost,mean_waiting_time,patt,label
100,548.4545454545455,105.81818181818181,13,13_100
100,556.3333333333334,32.75,14,14_100
100,550.8666666666667,13.266666666666667,15,15_100
100,551.7857142857143,8.0,16,16_100
100,551.2777777777778,1.9444444444444444,17,17_100
100,543.9375,0.9375,18,18_100
