iteration,resource_cost,waiting_time,feasible
100,570.0,5.0,0
100,664.0,0.0,0
100,628.0,0.0,"{'precedence19122013': (False, 1.0)}"
100,624.0,5.0,0
100,657.0,1.0,0
100,628.0,0.0,{}
100,617.0,0.0,0
100,628.0,1.0,0
100,624.0,0.0,0
100,668.0,2.0,0
100,581.0,0.0,0
100,617.0,0.0,0
100,628.0,0.0,0
100,653.0,3.0,0
100,657.0,2.0,0
100,646.0,1.0,0
100,675.0,0.0,0
100,675.0,0.0,0
100,639.0,2.0,0
100,617.0,2.0,0
