trial,num_qubits,energy,feasible,SubH1,SubH2,SubH3,SubH4,SubH5,A,B,C,D,E
0,900,1887.9559659738825,False,0.0,192.0,241.0,1083.8736236278194,371.08234234606505,Placeholder('A'),Placeholder('B'),Placeholder('C'),4.81721610501253,6.510216532387105
1,900,1378.9064698138554,False,0.0,0.0,482.0,830.5678302382403,66.3386395756142,Placeholder('A'),Placeholder('B'),Placeholder('C'),3.1822522231350208,1.1437696478554171
2,900,1875.6457654129463,False,699.0,0.0,0.0,1046.4729928508973,130.1727725620471,Placeholder('A'),Placeholder('B'),Placeholder('C'),4.360304136878739,5.659685763567265
3,900,1764.488002115204,False,699.0,0.0,0.0,797.006185854968,268.4818162602345,Placeholder('A'),Placeholder('B'),Placeholder('C'),3.7070055156045023,5.966262583560766
4,900,1833.4016658231958,False,699.0,0.0,0.0,987.1467645984592,147.25490122473704,Placeholder('A'),Placeholder('B'),Placeholder('C'),4.838954728423819,3.5915829567009037
5,900,1023.6473907009404,False,0.0,0.0,241.0,612.1783728631597,170.46901783778088,Placeholder('A'),Placeholder('B'),Placeholder('C'),1.6911004775225407,9.470500990987826
6,900,1965.0462629212834,False,0.0,0.0,241.0,1346.8773429277455,377.1689199935387,Placeholder('A'),Placeholder('B'),Placeholder('C'),5.542705114928993,8.572020908944062
7,900,2589.720253188344,False,699.0,0.0,241.0,1477.0952178014402,172.62503538690612,Placeholder('A'),Placeholder('B'),Placeholder('C'),9.847301452009601,4.665541496943408
8,900,1011.0850302465988,False,0.0,0.0,241.0,654.086886600636,115.99814364596484,Placeholder('A'),Placeholder('B'),Placeholder('C'),1.9409106427318576,2.1481137712215714
9,900,2481.7959066434023,False,699.0,0.0,0.0,1727.4159650827744,55.37994156062707,Placeholder('A'),Placeholder('B'),Placeholder('C'),9.287182607971905,1.085881207071119
10,900,1767.6090152532815,False,699.0,0.0,0.0,792.3079659675518,276.3010492857311,Placeholder('A'),Placeholder('B'),Placeholder('C'),3.5689548016556385,6.578596411565026
11,900,2052.698333991453,False,0.0,0.0,241.0,1463.747747872879,347.95058611857314,Placeholder('A'),Placeholder('B'),Placeholder('C'),6.505545546101683,5.897467561331748
12,900,2468.01018283358,False,699.0,0.0,241.0,1406.4844210735282,121.52576176005388,Placeholder('A'),Placeholder('B'),Placeholder('C'),9.376562807156855,3.4721646217158257
13,900,989.2524656396854,True,0.0,0.0,0.0,638.1991068975815,351.05335874210255,Placeholder('A'),Placeholder('B'),Placeholder('C'),2.2006865755089016,6.751026129655819
14,900,2369.0054950377735,False,699.0,0.0,0.0,1534.2530868370368,135.75240820073583,Placeholder('A'),Placeholder('B'),Placeholder('C'),8.248672509876542,3.6689840054252922
15,900,2341.6766072488017,False,699.0,0.0,0.0,1493.4519505059852,149.2246567428168,Placeholder('A'),Placeholder('B'),Placeholder('C'),8.889594943488007,3.2440142770177567
16,900,1027.1597852767518,False,0.0,0.0,241.0,640.1079190895002,146.05186618725173,Placeholder('A'),Placeholder('B'),Placeholder('C'),2.0782724645762998,3.744919645826967
17,900,968.2033368556695,True,0.0,0.0,0.0,819.8772867992077,148.32605005646104,Placeholder('A'),Placeholder('B'),Placeholder('C'),2.432870287238005,2.852424039547328
18,900,904.3362376623627,False,0.0,0.0,241.0,498.8509422817039,164.48529538065927,Placeholder('A'),Placeholder('B'),Placeholder('C'),1.5302176143610549,2.7878863623840546
19,900,1299.0834158073994,False,0.0,0.0,241.0,805.5315613498852,252.55185445751516,Placeholder('A'),Placeholder('B'),Placeholder('C'),2.676184589202277,5.1541194787248
20,900,2477.6778009474056,False,699.0,192.0,0.0,1464.2206762467624,122.45712470064475,Placeholder('A'),Placeholder('B'),Placeholder('C'),9.761471174978416,3.1399262743755063
21,900,1933.002765286823,False,0.0,192.0,241.0,1280.3329277257653,219.6698375610571,Placeholder('A'),Placeholder('B'),Placeholder('C'),5.690368567670069,9.550862502654654
22,900,2611.9275481202285,False,699.0,0.0,241.0,1529.3032520813288,142.62429603889828,Placeholder('A'),Placeholder('B'),Placeholder('C'),9.102995548103145,2.742774923824967
23,900,2309.8565726150546,False,699.0,0.0,241.0,1232.161317217797,137.69525539725822,Placeholder('A'),Placeholder('B'),Placeholder('C'),8.21440878145198,4.74811225507787
24,900,2014.6007457238975,False,699.0,0.0,0.0,1030.1472397042933,285.4535060196034,Placeholder('A'),Placeholder('B'),Placeholder('C'),5.0497413710994765,7.31932066716932
25,900,2028.1739918202165,False,0.0,0.0,723.0,1068.9890712340086,236.18492058620953,Placeholder('A'),Placeholder('B'),Placeholder('C'),5.454025873642903,5.760607819175842
26,900,2031.734421726207,False,699.0,0.0,0.0,1122.4075582703435,210.32686345586623,Placeholder('A'),Placeholder('B'),Placeholder('C'),5.501997834658547,6.57271448299582
27,900,1557.9977421841395,False,0.0,192.0,241.0,927.2213775696476,197.77636461449237,Placeholder('A'),Placeholder('B'),Placeholder('C'),2.751398746497471,5.204641174065588
28,900,2202.771413907898,False,0.0,0.0,241.0,1811.4009559680123,150.37045793988491,Placeholder('A'),Placeholder('B'),Placeholder('C'),6.940233547770162,4.850659933544675
29,900,1023.5183757615814,True,0.0,0.0,0.0,746.1297987378221,277.3885770237592,Placeholder('A'),Placeholder('B'),Placeholder('C'),2.5122215445717915,4.623142950395986
30,900,2229.1489080652645,False,0.0,0.0,723.0,1336.6025543377532,169.54635372751025,Placeholder('A'),Placeholder('B'),Placeholder('C'),6.819400787437517,8.923492301447908
31,900,861.608583314317,True,0.0,0.0,0.0,731.6644014244254,129.94418188989067,Placeholder('A'),Placeholder('B'),Placeholder('C'),2.126931399489609,4.1917478028997
32,900,2137.8029778101936,False,699.0,0.0,0.0,1385.504593452895,53.29838435729943,Placeholder('A'),Placeholder('B'),Placeholder('C'),7.448949427166104,1.4805106765916511
33,900,2426.0070949183246,False,699.0,0.0,0.0,1490.1899144479953,236.81718047033064,Placeholder('A'),Placeholder('B'),Placeholder('C'),8.011773733591372,6.766205156295161
34,900,1923.7577543359912,False,699.0,0.0,0.0,934.8786776957513,289.8790766402395,Placeholder('A'),Placeholder('B'),Placeholder('C'),5.564754033903281,8.28225933257827
35,900,2006.0749939788002,False,699.0,0.0,0.0,1085.6828500669492,221.39214391185203,Placeholder('A'),Placeholder('B'),Placeholder('C'),5.321974755230143,5.148654509577955
36,900,2371.6518325322313,False,699.0,0.0,0.0,1402.5563327270715,270.0954998051596,Placeholder('A'),Placeholder('B'),Placeholder('C'),8.348549599565903,6.75238749512899
