trial,num_qubits,energy,feasible,SubH1,SubH2,SubH3,SubH4,SubH5,A,B,C,D,E
0,900,1260.261341131034,False,-2.2737367544323206e-13,191.63479965525576,0.0,965.9159164667224,102.7106250090531,691.6373793797194,191.63479965525576,247.16607005324397,3.066399734814992,1.6566229840169857
1,900,670.7579580123002,False,-4.547473508864641e-13,0.0,0.0,485.1834301965025,185.57452781579678,696.2033987071839,198.74480252526902,240.65859843515904,1.3256377874221381,3.5014061852037126
2,900,614.3807460021508,False,2.7284841053187847e-12,0.0,0.0,454.3049771415688,160.07576886058024,709.1446351660948,191.93643661638174,230.54198555293542,1.6283332514034723,3.5572393080128943
3,900,1757.2646125640895,False,-1.1368683772161603e-13,186.34248056766035,0.0,1391.7893815031807,179.13275049324824,716.3332860402735,186.34248056766035,224.27750980911208,4.988492406821436,3.3798632168537406
4,900,1287.2969706887652,False,-2.7284841053187847e-12,0.0,0.0,1115.5494634043,171.74750728446466,705.4823753536052,170.5710863983122,235.73294244228592,3.756058799341078,3.180509394156753
5,900,1721.75849126319,False,-1.8189894035458565e-12,0.0,0.0,1527.7125596912924,194.0459315718988,723.3542584714503,180.29875045339594,248.27239750460757,4.303415661102232,4.975536706971765
6,900,872.508218006089,False,2.9558577807620168e-12,0.0,0.0,800.2505947216796,72.257623284411,731.074918630717,189.3362093483484,232.35149475621725,2.9860096817973116,1.0948124740062273
7,900,528.8497101904686,True,0.0,0.0,0.0,484.31958345288643,44.530126737582684,680.4785355139247,193.77725484453342,230.25591788187563,1.364280516768694,1.1718454404627021
8,900,1763.0922639156233,False,683.8925106798088,0.0,0.0,1008.6134629837966,70.58629025201887,683.8925106798089,196.51659366946058,244.5777517337916,4.944183642077434,1.7646572563004717
9,900,980.2153762849266,False,3.296918293926865e-12,0.0,223.3072281350005,677.8095393313479,79.0986088185773,718.7974203503276,181.97296119412098,223.3072281350005,2.200680322504376,2.4718315255805408
10,900,1531.519667032002,False,-2.0463630789890885e-12,197.11337652620676,0.0,1189.6480905926674,144.75819991312807,692.3413537616723,197.11337652620676,233.53014332418368,4.895671154702335,4.523693747285252
11,900,586.5791435184692,False,-1.1368683772161603e-13,0.0,0.0,460.0770592983425,126.50208422012311,729.7911632710149,182.880585283326,246.53242882224038,1.2334505611215616,4.21673614067077
12,900,845.9870150418592,False,0.0,0.0,239.8307569729833,483.254368074691,122.90188999418682,684.7744982294134,173.4635128536453,239.8307569729833,1.2359446753828416,2.671780217264931
13,900,602.3246402290606,False,-2.2737367544323206e-13,0.0,220.77659291280636,310.9525149738306,70.59553234242365,728.3993643866926,174.9199455265705,220.77659291280636,1.0469781648950525,2.076339186541872
14,900,869.9210533990845,False,-1.3642420526593924e-12,0.0,0.0,754.918567455439,115.00248594364719,706.2321590166009,188.8337096246794,241.17009808024298,2.6031674739842723,1.9491946770109694
15,900,1349.5767208096331,False,2.2737367544323206e-13,0.0,230.54552995656843,1049.6801123552966,69.35107849776774,735.312857523564,181.41812425095418,230.54552995656843,4.198720449421186,1.2842792314401432
16,900,1237.8417003290288,False,1.3642420526593924e-12,172.6253027720692,0.0,894.1223540112327,171.09404354572652,721.2882092338152,172.6253027720692,221.60561783720576,3.67951586012853,2.086512726167397
17,900,1706.5630081591444,False,727.0198393170954,0.0,0.0,786.8165823630059,192.72658647904518,727.0198393170942,170.76442079057244,245.61442318279467,4.230196679371,4.28281303286767
18,900,1157.259785044951,False,6.821210263296962e-13,0.0,0.0,931.3662629041792,225.89352214077127,681.1085758696919,185.75138838031341,246.82476473831807,3.7254650516167156,2.97228318606278
19,900,424.26948171656477,False,2.2737367544323206e-13,0.0,0.0,328.4646106075191,95.80487110904623,732.2413225807139,175.52320290543938,228.20288525213692,1.1772925111380608,2.3367041733913716
