trial,num_qubits,energy,feasible,SubH1,SubH2,SubH3,SubH4,SubH5,A,B,C,D,E
0,900,787.8782903917145,False,-3.637978807091713e-12,0.0,0.0,667.0701970355374,120.80809335617974,709.9206461501699,198.1126497046697,234.0275723771792,2.2460275994462537,2.416161867123595
1,900,1637.7785868079063,False,680.1579995414642,0.0,0.0,763.3042480474222,194.31633921902014,680.1579995414644,198.6911822537741,238.92798180389192,3.7416874904285407,4.857908480475503
2,900,1611.2610092056002,False,681.4040055606783,0.0,0.0,885.4542566026475,44.40274704227565,681.4040055606783,194.12803583299373,231.36840176278434,4.340462042169841,1.480091568075855
3,900,1211.9637596589728,False,1.3642420526593924e-12,0.0,0.0,1133.2066160098557,78.75714364911809,681.7366749997211,198.40595698161485,240.57846117181205,3.192131312703819,1.4584656231318167
4,900,755.2082213351987,False,2.8421709430404007e-12,0.0,249.53963222563507,392.221363459866,113.44722564969467,691.5343614117472,197.7143690332529,249.53963222563507,1.2734459852593054,3.437794716657414
5,900,1594.6053436194707,False,1.1368683772161603e-12,0.0,717.0375843639766,801.4070705885582,76.16068866693512,697.0479919372253,200.19471543775614,239.01252812132554,4.088811584635501,1.190010760420861
6,900,1748.8152290447397,False,702.4402104734339,0.0,0.0,944.6577922865204,101.71722628478373,702.440210473436,190.94477762622228,242.3944592953023,4.393757173425676,2.608134007302147
7,900,1041.0468369782866,False,1.0231815394945443e-12,0.0,499.94893429498507,331.4827077327742,209.61519495052534,681.4058103527776,189.13195233587845,249.97446714749253,1.1881100635583302,3.881762869454173
8,900,1635.6597740481757,False,-3.637978807091713e-12,0.0,236.16097881720424,1239.1154673020985,160.38332792887158,701.2436493862293,197.82599023748253,236.16097881720424,4.555571570963598,4.334684538618151
9,900,1192.2994312440824,False,1.3642420526593924e-12,0.0,495.1705916106136,623.0753366405306,74.05350299293755,701.7488196411346,198.6962572009232,247.5852958053068,2.3872618262089293,1.9487763945509884
10,900,1062.9588334417986,False,-2.0463630789890885e-12,0.0,234.30940913233778,755.4394072737624,73.21001703569712,689.9823320924144,202.86942075125998,234.30940913233778,2.974170894778592,1.4940819803203493
11,900,877.9004942305837,False,2.2737367544323206e-13,0.0,0.0,760.0388269605778,117.86166727000577,700.5429238736014,200.44588166805832,231.2635793051434,2.2553080918711506,2.2665705244231877
12,900,1587.1999282112738,False,689.5216535363769,0.0,0.0,836.6608681435009,61.01740653139714,689.5216535363762,191.90757200849197,239.3308204620643,3.8914458983418645,1.7433544723256325
13,900,1440.0260119831928,False,685.7835381866261,0.0,0.0,704.0703389435375,50.17213485302776,685.7835381866263,197.81377654146198,244.75297095503979,4.190894874663915,1.090698583761473
14,900,708.8800775617092,True,0.0,0.0,0.0,584.7424621284705,124.13761543323967,709.144427512394,203.40122061397557,248.76000508888313,1.597657000351012,2.2988447302451793
15,900,1540.8793254208013,False,6.821210263296962e-13,0.0,237.24399302819415,1207.6051248945325,96.030207498074,689.9624460522265,189.2280649007966,237.24399302819415,4.6268395589828835,2.2332606394900933
16,900,1570.606301207892,False,-3.183231456205249e-12,0.0,486.28091410044397,1016.6628025141014,67.66258459334625,708.5147142464061,199.03889370360292,243.14045705022198,4.750760759411689,1.380869073333597
17,900,1276.4965597668597,False,-6.821210263296962e-13,0.0,0.0,1035.120946726791,241.37561304006869,695.6503025132605,200.7088679541362,236.62539834531054,3.3607822945675037,4.827512260801374
18,900,1432.0466468788363,False,698.1366037292165,0.0,0.0,638.8572799731057,95.05276317651425,698.1366037292145,200.2912707243224,244.48112609753622,2.877735495374351,3.394741542018366
19,900,636.1660827631076,False,2.2737367544323206e-13,0.0,0.0,395.11832051001807,241.04776225309132,701.4177953988327,193.16603880514631,234.38294360869654,1.7030962090949053,4.726426710844928
