iteration,mean_resource_cost,mean_waiting_time,label
100,1139.0588235294117,0.0,1_100
100,1144.5555555555557,0.0,2_100
100,1157.6,0.0,3_100
100,1144.578947368421,0.0,4_100
100,1134.0,0.0,5_100
100,1136.4,0.0,6_100
