trial,num_qubits,energy,feasible,SubH1,SubH2,SubH3,SubH4,SubH5,A,B,C,E
0,450,897.8359339088529,False,9.094947017729282e-13,0.0,516.7690711096483,339.0,42.06686279920079,683.7972896734996,291.06582994550683,258.38453555482414,8.413372559840159
1,450,596.7127077799578,False,-2.0463630789890885e-12,0.0,195.43992599335485,339.0,62.27278178660492,692.4589874612846,235.01534749375753,195.43992599335485,1.7792223367601405
2,450,941.0963549647549,False,-1.5916157281026244e-12,0.0,356.3020280423243,339.0,245.7943269224338,965.0267671923372,178.8033229440626,178.15101402116215,14.458489818966695
3,450,987.0938443374598,False,613.9405968145367,0.0,0.0,299.0,74.15324752292064,613.9405968145383,200.28743785786452,279.20696999007913,10.593321074702947
4,450,753.3668885880579,False,-9.094947017729282e-13,0.0,198.23074131123226,339.0,216.13614727683,760.621234730595,296.95214154541753,198.23074131123226,16.625857482833077
5,450,758.5859642533251,False,-2.7284841053187847e-12,0.0,237.34693402741834,339.0,182.23903022590954,792.4467785611046,128.95026936093487,237.34693402741834,7.923436096778675
6,450,1294.550517534568,False,602.1718047112637,121.45412979766961,0.0,299.0,271.9245830256349,602.1718047112635,121.45412979766961,247.58976946544732,27.192458302563487
7,450,840.3986907720155,False,6.821210263296962e-13,108.52407330707581,179.55825070682576,339.0,213.31636675811546,873.2010134178557,108.52407330707581,179.55825070682576,10.665818337905772
8,450,807.9774002326212,False,-9.094947017729282e-13,0.0,175.47098151339895,339.0,293.5064187192261,849.53689594562,206.70985889319468,175.47098151339895,12.229434113301087
9,450,494.0532900487524,False,-2.2737367544323206e-13,0.0,0.0,339.0,155.05329004875819,862.0231896877532,231.91914641168142,190.25728066894263,2.5008595169154546
10,450,524.7179411162215,False,6.821210263296962e-13,0.0,0.0,339.0,185.71794111622097,715.6577589112568,145.27145159803018,285.02250317769114,3.2020334675210513
11,450,709.9346210404256,False,3.183231456205249e-12,0.0,0.0,339.0,370.93462104041953,900.3226865298843,109.13852268211981,217.58382531731343,7.892225979583394
12,450,725.902993494441,False,-1.8189894035458565e-12,0.0,137.4256529775693,339.0,249.4773405168729,627.0468605245276,173.8715804478734,137.4256529775693,17.819810036919492
13,450,907.5563420962208,False,9.094947017729282e-13,0.0,408.7798336461791,339.0,159.77650845003723,896.3343637387525,103.39076143113151,102.19495841154477,15.977650845003723
14,450,933.6958342087837,False,-1.1368683772161603e-12,0.0,264.7172179600228,339.0,329.9786162487632,970.3255864633954,194.94506782256408,264.7172179600228,13.749109010365132
15,450,1106.7695483580974,False,618.4679182196331,0.0,0.0,299.0,189.30163013846547,618.4679182196329,273.31522006949615,293.6671916994061,21.033514459829497
16,450,867.0755292998183,False,2.7284841053187847e-12,0.0,279.11191494213625,339.0,248.96361435767827,926.2024320865066,291.60051279528284,139.55595747106813,13.831311908759904
17,450,734.0208229357413,False,-1.1368683772161603e-12,0.0,156.84601007947686,339.0,238.17481285626366,689.6114391037105,134.34998539084296,156.84601007947686,17.012486632590264
18,450,686.6307798602174,False,2.2737367544323206e-12,0.0,0.0,339.0,347.63077986021403,640.7327309503512,213.8432363581704,182.8574671078166,6.952615597204281
19,450,563.6348262725169,False,-2.2737367544323206e-13,0.0,113.87620854819522,339.0,110.75861772432135,711.1998156265514,282.29330888239986,113.87620854819522,3.356321749221859
20,450,1051.7430125473747,False,3.637978807091713e-12,0.0,200.40874342100346,339.0,512.3342691263665,868.1574702671737,172.12989368796116,200.40874342100346,20.49337076505466
21,450,607.7745358156699,False,0.0,0.0,201.82221001200614,339.0,66.95232580366299,615.7826842204504,123.85573341568175,201.82221001200614,2.6780930321465197
22,450,1294.620541794322,False,696.5961850254771,0.0,0.0,299.0,299.02435676884267,696.5961850254762,253.6741427427952,275.901983798721,14.951217838442133
23,450,856.2901134949589,False,-1.5916157281026244e-12,0.0,288.8437307726733,339.0,228.44638272228855,941.7600763736184,191.42106823030366,144.42186538633666,25.382931413587617
24,450,718.0235899164927,False,2.2737367544323206e-13,0.0,101.52594609331145,339.0,277.4976438231839,810.2306034287298,113.42150750532778,101.52594609331145,12.065114948834085
25,450,775.5523495806665,False,-1.8189894035458565e-12,0.0,254.20257549592134,339.0,182.34977408474677,669.4164118258338,288.9794439455022,254.20257549592134,5.882250776927315
26,450,1019.3210717974234,True,0.0,0.0,0.0,339.0,680.3210717974232,713.6141764636322,282.59548703566,249.26220096219203,20.009443288159503
27,450,643.5783463584175,False,-2.2737367544323206e-13,0.0,140.85325956940582,339.0,163.72508678901391,670.7520221509359,204.30603123293463,140.85325956940582,9.63088745817729
28,450,742.9727932135265,False,-1.1368683772161603e-12,0.0,188.67276519821172,339.0,215.30002801531361,730.6235116726173,149.66946214269637,188.67276519821172,6.524243273191322
29,450,928.385123314898,False,-6.821210263296962e-13,0.0,194.6754824548313,339.0,394.7096408600671,601.4630242681823,290.19939156245437,194.6754824548313,21.928313381114844
30,450,852.8069988332627,False,-1.1368683772161603e-12,0.0,0.0,339.0,513.8069988332677,990.5989291525631,266.94594742136337,218.3529710205106,11.169717365940603
31,450,831.8434998005141,False,2.2737367544323206e-13,0.0,0.0,339.0,492.8434998005094,846.9780774176969,210.54214081396793,164.20319711990547,18.25346295557442
32,450,490.7932792822503,False,3.183231456205249e-12,0.0,0.0,339.0,151.79327928224407,898.1763567585008,102.084471969144,226.46018126977697,3.162359985046752
33,450,870.4968833583789,False,-1.1368683772161603e-12,133.6695385787383,0.0,339.0,397.82734477964067,699.0456371234166,133.6695385787383,283.8843541679379,15.913093791185625
34,450,870.2713931647631,False,9.094947017729282e-13,234.7062683142913,0.0,339.0,296.5651248504715,627.6219952275762,234.7062683142913,230.53993303504416,8.72250367207269
35,450,945.8124850804743,False,-9.094947017729282e-13,0.0,388.4321948315508,339.0,218.38029024892717,740.7819646757953,265.6586550768819,194.2160974157754,16.79848386530209
36,450,853.8377144699098,False,-2.0463630789890885e-12,0.0,161.99133125545904,339.0,352.8463832144529,721.1037378390681,173.47838747208692,161.99133125545904,20.755669600850172
37,450,1085.4020333694752,False,1.1368683772161603e-12,0.0,641.8886341718643,339.0,104.5133991976115,650.9321277813457,218.3062809618683,213.9628780572881,26.128349799402876
38,450,1123.7267538742926,False,-9.094947017729282e-13,0.0,668.8454429702009,339.0,115.88131090409844,966.3571437183045,175.30154430833662,222.94848099006697,23.176262180819688
39,450,832.0480469642443,False,-2.2737367544323206e-13,0.0,184.9384276314923,339.0,308.1096193327553,833.0175452736395,146.69507479497457,184.9384276314923,16.216295754355542
40,450,962.5093557094642,False,-2.2737367544323206e-13,0.0,294.32350295147546,339.0,329.18585275798785,989.2778879316648,236.18966225856153,294.32350295147546,10.618898476064123
41,450,872.6385232206376,False,-9.094947017729282e-13,0.0,261.3344196934579,339.0,272.30410352718354,810.4738218020098,273.5010796252517,261.3344196934579,13.615205176359177
42,450,952.7195410691365,False,2.2737367544323206e-13,0.0,274.75828568597797,339.0,338.96125538316267,930.3453351847359,215.79414800969835,274.75828568597797,17.840066072798034
43,450,679.1976632971437,False,1.1368683772161603e-12,0.0,0.0,339.0,340.1976632971456,739.896650535836,208.9404915310941,192.2401797215723,13.084525511428676
44,450,622.5987563307917,False,-9.094947017729282e-13,0.0,0.0,339.0,283.59875633079486,777.185161692039,276.891665804857,154.91136226817056,6.595319914669647
45,450,651.6358009546602,False,-1.1368683772161603e-12,0.0,141.1890669952637,339.0,171.446733959401,707.4947725135822,209.29727771195712,141.1890669952637,5.530539805141968
46,450,933.5028566090677,False,6.821210263296962e-13,0.0,198.00550921408598,339.0,396.49734739497933,651.8715654857173,137.13976887681582,198.00550921408598,19.824867369748965
47,450,565.6751937859899,False,-9.094947017729282e-13,0.0,122.6496691017322,339.0,104.02552468425684,612.2165786083358,134.29934032825992,122.6496691017322,2.600638117106421
48,450,627.3069335567998,False,-2.0463630789890885e-12,0.0,0.0,339.0,288.3069335568015,736.7013716296894,100.8285255041826,267.2903444885761,5.88381497054697
49,450,650.3684350628846,False,-9.094947017729282e-13,0.0,0.0,339.0,311.3684350628921,949.2553211777731,260.2194737350151,131.07307307244932,8.649123196191448
50,450,947.7369401086144,False,-3.183231456205249e-12,0.0,339.8939408324136,339.0,268.8429992762057,845.0742038646999,180.00657843531394,169.9469704162068,24.440272661473248
