iteration,resource_cost,wating_time,feasible
100,582.0,17.0,0
100,542.0,19.0,0
100,600.0,2.0,{}
100,586.0,18.0,0
100,620.0,1.0,0
100,560.0,17.0,{}
100,569.0,12.0,0
100,522.0,18.0,{}
100,596.0,5.0,0
100,592.0,2.0,0
100,604.0,7.0,0
100,534.0,16.0,{}
100,584.0,9.0,{}
100,542.0,5.0,0
100,532.0,16.0,{}
100,528.0,16.0,{}
100,564.0,13.0,{}
100,570.0,5.0,{}
100,562.0,10.0,{}
100,558.0,10.0,{}
