iteration,resource_cost,wating_time,feasible
100,528.0,93.0,{}
100,548.0,116.0,{}
100,588.0,87.0,{}
100,566.0,106.0,{}
100,532.0,135.0,{}
100,548.0,112.0,{}
100,587.0,114.0,{}
100,558.0,52.0,{}
100,560.0,80.0,{}
100,590.0,84.0,{}
100,584.0,108.0,0
100,600.0,122.0,0
100,544.0,125.0,{}
100,560.0,94.0,{}
100,569.0,135.0,{}
100,552.0,59.0,{}
100,532.0,75.0,{}
100,552.0,51.0,{}
100,564.0,88.0,{}
100,604.0,57.0,0

