iteration,resource_cost,wating_time,feasible
100,583.0,40.0,{}
100,576.0,46.0,0
100,576.0,40.0,0
100,551.0,38.0,{}
100,590.0,28.0,0
100,552.0,15.0,{}
100,558.0,52.0,{}
100,562.0,51.0,{}
100,605.0,21.0,{}
100,638.0,9.0,0
100,548.0,50.0,{}
100,574.0,57.0,0
100,532.0,30.0,{}
100,568.0,40.0,{}
100,598.0,23.0,0
100,572.0,24.0,{}
100,538.0,35.0,{}
100,554.0,58.0,0
100,582.0,46.0,0
100,560.0,22.0,{}
