iteration,resource_cost,wating_time,feasible
100,571.0,38.0,{}
100,632.0,22.0,{}
100,602.0,32.0,{}
100,550.0,41.0,{}
100,624.0,35.0,0
100,576.0,48.0,{}
100,574.0,23.0,{}
100,606.0,40.0,{}
100,566.0,56.0,{}
100,588.0,61.0,{}
100,568.0,37.0,{}
100,592.0,24.0,{}
100,643.0,25.0,0
100,592.0,22.0,{}
100,598.0,43.0,{}
100,648.0,28.0,{}
100,617.0,46.0,{}
100,576.0,21.0,0
100,598.0,14.0,{}
100,566.0,23.0,{}
