iteration,resource_cost,wating_time,feasible
100,716.0,1.0,{}
100,695.0,1.0,0
100,690.0,1.0,0
100,685.0,1.0,0
100,666.0,5.0,0
100,693.0,0.0,0
100,698.0,2.0,0
100,688.0,1.0,{}
100,684.0,2.0,"{'precedence17211922': (False, 1.0)}"
100,676.0,0.0,"{'precedence13391540': (False, 1.0)}"
100,712.0,0.0,0
100,734.0,0.0,0
100,673.0,3.0,0
100,709.0,0.0,0
100,671.0,2.0,0
100,689.0,5.0,0
100,646.0,3.0,0
100,676.0,0.0,0
100,648.0,3.0,0
100,674.0,0.0,{}
