iteration,resource_cost,wating_time,feasible
100,624.0,1.0,0
100,572.0,0.0,{}
100,572.0,5.0,{}
100,606.0,6.0,{}
100,602.0,1.0,{}
100,594.0,6.0,0
100,598.0,0.0,{}
100,579.0,0.0,{}
100,596.0,4.0,{}
100,570.0,5.0,0
100,584.0,4.0,{}
100,580.0,0.0,{}
100,604.0,1.0,{}
100,611.0,2.0,0
100,610.0,3.0,0
100,630.0,0.0,0
100,600.0,2.0,0
100,596.0,4.0,{}
100,594.0,0.0,0
100,613.0,2.0,0
