iteration,machine_cost,processing_time,resource_cost,wating_time,feasible
100,508,28,0.9430000000000004,0.096,0
100,531,29,0.9900000000000005,0.099,{}
100,533,26,0.9480000000000006,0.046,0
100,534,28,0.8740000000000004,0.126,0
100,528,26,0.9090000000000006,0.064,0
100,521,27,0.9490000000000006,0.038,0
100,523,28,0.8720000000000004,0.098,0
100,518,27,0.8880000000000005,0.057,0
100,513,28,0.7960000000000005,0.11300000000000002,0
100,519,27,0.8590000000000004,0.135,0
100,512,28,0.8880000000000005,0.12500000000000003,0
100,526,29,0.8690000000000005,0.107,0
100,528,28,0.8960000000000005,0.078,0
100,523,29,0.8550000000000005,0.127,0
100,532,28,0.9200000000000005,0.091,0
100,533,28,0.8840000000000006,0.09400000000000001,0
100,531,28,1.0230000000000006,0.13899999999999998,0
100,505,29,0.7930000000000005,0.174,0
100,522,27,0.9950000000000004,0.074,0
100,537,27,0.9770000000000006,0.03900000000000001,0
200,514,27,0.8770000000000003,0.047,0
200,513,27,0.8890000000000006,0.10700000000000001,0
200,519,28,0.8350000000000005,0.11300000000000002,0
200,530,27,0.8390000000000005,0.12,0
200,527,25,0.9210000000000006,0.033,0
200,501,26,0.8960000000000005,0.051000000000000004,0
200,507,28,0.8040000000000005,0.084,0
200,518,29,0.8950000000000004,0.09000000000000001,0
200,508,28,0.8640000000000004,0.039999999999999994,0
200,493,27,0.7570000000000003,0.052000000000000005,0
200,495,28,0.8480000000000005,0.067,0
200,517,28,0.8150000000000004,0.15800000000000003,0
200,514,28,0.8970000000000006,0.097,0
200,510,29,0.9670000000000004,0.07100000000000001,0
200,514,29,0.9400000000000005,0.065,0
200,512,28,0.8930000000000006,0.07900000000000001,0
200,503,28,0.8350000000000004,0.076,0
200,509,28,0.8520000000000004,0.09700000000000002,0
200,538,26,0.8760000000000006,0.041999999999999996,0
200,529,28,0.8880000000000006,0.09500000000000001,0
