iteration,machine_cost,processing_time,resource_cost,wating_time,feasible
200,508,27,8.589999999999998,0.61,0
200,515,28,8.499999999999996,1.04,0
200,494,29,7.949999999999997,1.14,0
200,506,26,8.349999999999996,0.8999999999999999,0
200,529,28,9.349999999999996,0.8699999999999999,0
200,509,28,8.719999999999999,0.8000000000000002,0
200,525,28,9.259999999999996,0.79,0
200,521,27,9.119999999999997,0.73,0
200,519,28,9.109999999999994,0.63,0
200,513,27,8.82,0.5,0
200,508,26,8.439999999999996,0.8700000000000001,0
200,522,27,8.269999999999996,0.77,0
200,528,28,8.629999999999999,0.81,0
200,501,28,8.559999999999995,0.5,0
200,518,26,9.259999999999996,0.6500000000000001,0
200,514,28,8.089999999999998,1.2899999999999998,0
200,518,28,8.469999999999995,0.81,0
200,533,28,8.659999999999997,0.8800000000000001,0
200,528,26,9.109999999999996,0.5499999999999999,0
200,521,27,8.979999999999999,0.78,0
100,519,27,9.1,0.6300000000000001,0
100,499,28,8.949999999999998,0.6900000000000001,0
100,516,28,9.129999999999997,0.8500000000000001,0
100,520,27,8.619999999999997,0.8,0
100,512,28,8.969999999999995,1.1,0
100,510,29,9.309999999999999,1.1400000000000001,0
100,525,26,8.72,0.8099999999999999,0
100,509,26,8.739999999999998,0.73,0
100,517,28,8.870000000000001,0.39,0
100,507,26,9.199999999999998,0.5900000000000001,0
100,511,27,7.849999999999998,1.23,0
100,524,27,7.929999999999996,1.09,0
100,517,29,8.699999999999998,0.43,0
100,518,27,9.11,0.66,0
100,516,27,8.839999999999996,0.87,0
100,506,27,8.219999999999999,0.21,0
100,517,28,9.129999999999999,0.56,0
100,500,27,8.059999999999999,1.04,0
100,528,28,9.729999999999997,1.0,0
100,518,28,9.550000000000002,0.6000000000000001,0
