trial,num_qubits,energy,feasible,SubH1,SubH2,SubH3,SubH4,SubH5,A,B,C,E
0,450,855.7025074635276,False,6.821210263296962e-13,0.0,249.13800997945057,313.0,293.56449748408016,964.5615334658809,124.80791905794841,249.13800997945057,17.268499852004716
1,450,725.1016393479804,False,0.0,0.0,115.11439386439531,313.0,296.9872454835843,852.4676266794868,225.96917981654508,115.11439386439531,5.823279323207535
2,450,577.3460558174456,False,1.8189894035458565e-12,0.0,166.97145901191328,313.0,97.37459680552954,532.9706578757562,163.65122765117914,166.97145901191328,24.343649201382384
3,450,621.59407210668,False,1.1368683772161603e-12,0.0,166.3784046870791,313.0,142.21566741959742,744.681746756531,133.05331266333292,166.3784046870791,28.443133483919485
4,450,587.5953215522277,False,1.5916157281026244e-12,0.0,0.0,313.0,274.5953215522264,552.2051951778723,103.35106064622089,197.8760116531027,19.61395153944474
5,450,762.076282971344,False,-2.7284841053187847e-12,0.0,0.0,313.0,449.07628297134806,690.4741245932105,256.75871672797325,288.5989092446306,17.963051318853925
6,450,382.5478528532785,False,-1.8189894035458565e-12,0.0,0.0,313.0,69.54785285328119,675.2144636218343,277.6224489983641,199.79872007959978,2.045525083920035
7,450,713.1932587558131,False,-4.547473508864641e-13,0.0,0.0,313.0,400.19325875581717,654.4091572535103,172.72068168872772,235.9014049188253,10.531401546205714
8,450,560.6149859323086,False,-2.2737367544323206e-13,0.0,0.0,313.0,247.61498593230766,589.8101520662507,151.5640744187357,273.7981499574263,5.268403956006546
9,450,427.60914887461877,False,1.8189894035458565e-12,0.0,0.0,313.0,114.60914887461533,555.2944257030836,111.68743003715305,191.6525611478733,6.032060467085017
10,450,544.0798179155736,False,-2.7284841053187847e-12,0.0,0.0,313.0,231.07981791558007,981.965538158328,267.127764744386,132.10006527103351,4.621596358311601
11,450,832.211044552685,False,2.0463630789890885e-12,0.0,315.92942120664407,313.0,203.28162334603869,800.120318050471,271.74587952246964,157.96471060332203,16.940135278836557
12,450,591.2493380304786,False,2.2737367544323206e-12,0.0,207.15511454627043,313.0,71.09422348420419,636.065731766374,105.38197009460633,207.15511454627043,11.849037247367365
13,450,886.1404555506269,False,-2.2737367544323206e-13,0.0,453.96630024654934,313.0,119.17415530408205,793.9193256027276,116.43506226061817,151.3221000821831,23.83483106081641
