trial,num_qubits,energy,feasible,SubH1,SubH2,SubH3,SubH4,SubH5,A,B,C,E
0,450,525.9635655051588,False,9.094947017729282e-13,0.0,0.0,340.0,185.96356550515844,614.8676679136308,209.72754703383814,162.2987320205529,3.1519248390704817
1,450,714.7453695607346,False,-6.821210263296962e-13,0.0,0.0,340.0,374.74536956073507,629.7510899866246,163.51945303454335,178.2086580181862,20.819187197818614
2,450,531.1273011545964,False,-9.094947017729282e-13,0.0,168.21470603989195,340.0,22.91259511470782,676.4587709457255,230.7681022504319,168.21470603989195,22.91259511470782
3,450,814.5247073100836,False,1.1368683772161603e-12,0.0,0.0,340.0,474.52470731008043,718.8110204810768,235.26813225327584,197.10133678373285,27.913218077063554
4,450,686.3695644109812,False,9.094947017729282e-13,0.0,159.72843702669203,340.0,186.64112738428884,654.7110088535476,191.43629758796425,159.72843702669203,5.489444923067319
5,450,926.32943293063,False,1.1368683772161603e-12,0.0,407.12222840324307,340.0,179.20720452738738,694.4877065275662,232.59960839540872,203.56111420162154,19.911911614154153
6,450,861.4547178018129,False,-9.094947017729282e-13,191.8783424183096,242.03407113846794,340.0,87.54230424503899,700.6940794976099,191.8783424183096,242.03407113846794,17.508460849007797
7,450,577.9359347805039,False,-4.547473508864641e-13,0.0,0.0,340.0,237.935934780507,605.5926664624162,203.27522957258833,228.679107621146,9.151382106942577
8,450,879.4426390435747,False,-1.5916157281026244e-12,0.0,304.2534403569242,340.0,235.18919868665068,630.5568024709027,185.70505917287244,152.1267201784621,26.132133187405636
9,450,955.2911576280167,False,9.094947017729282e-13,0.0,319.32171739882176,340.0,295.96944022919104,724.7688018806098,211.8877416394026,159.66085869941088,26.906312748108277
10,450,776.5003392107119,False,1.1368683772161603e-12,0.0,0.0,340.0,436.5003392107105,690.1239602354239,194.9106387558685,246.25173814023634,17.46001356842842
11,450,798.0061347141691,False,2.2737367544323206e-13,0.0,311.84138540882464,340.0,146.16474930534412,655.8408818987706,168.93068094073794,155.92069270441232,20.880678472192017
12,450,1003.3151552509917,False,2.2737367544323206e-13,0.0,369.09258703512717,340.0,294.2225682158642,625.6406442723315,169.60959131071263,184.54629351756358,26.747506201442203
13,450,832.5664906303355,False,-9.094947017729282e-13,0.0,317.8026812836455,340.0,174.76380934669237,604.7060983963245,151.0207254352125,158.90134064182274,24.96625847809891
14,450,717.2376400605226,False,-2.2737367544323206e-13,0.0,162.03827904613752,340.0,215.19936101438734,605.2694450816913,175.30435779475522,162.03827904613752,7.42066762118577
15,450,800.8489089409286,False,-1.5916157281026244e-12,0.0,361.7577485846621,340.0,99.09116035626779,602.5776570812683,231.59099937205346,180.87887429233106,16.5151933927113
16,450,909.0768314129909,False,1.1368683772161603e-12,0.0,342.315233036292,340.0,226.76159837669496,729.0376692398571,197.9572163332942,171.157616518146,28.34519979708687
17,450,766.907365834104,False,2.2737367544323206e-13,0.0,161.73662553298732,340.0,265.1707403011142,652.7906610293111,143.14191886310394,161.73662553298732,18.9407671643653
18,450,851.202382202835,False,-9.094947017729282e-13,0.0,215.95769124268992,340.0,295.24469096014565,618.2523935729214,230.94114294398287,215.95769124268992,16.402482831119205
